-3.141592653589793 -3.141592653589793 -2.6710055261830004 2.6710055261830004
-3.110018858076328 -3.141592653589793 -2.6709380506955385 2.670938050695538
-3.0784450625628628 -3.141592653589793 -2.670463345054248 2.670463345054248
-3.046871267049397 -3.141592653589793 -2.669581671037545 2.6695816710375437
-3.015297471535932 -3.141592653589793 -2.668293373736227 2.668293373736226
-2.983723676022467 -3.141592653589793 -2.666598881062015 2.666598881062014
-2.9521498805090016 -3.141592653589793 -2.664498703261266 2.6644987032612653
-2.9205760849955364 -3.141592653589793 -2.661993432433195 2.6619934324331957
-2.889002289482071 -3.141592653589793 -2.6590837420519335 2.659083742051933
-2.8574284939686057 -3.141592653589793 -2.6557703864919078 2.6557703864919073
-2.8258546984551405 -3.141592653589793 -2.652054200555966 2.652054200555968
-2.7942809029416753 -3.141592653589793 -2.6479360990058307 2.647936099005831
-2.76270710742821 -3.141592653589793 -2.643417076094414 2.6434170760944156
-2.7311333119147445 -3.141592653589793 -2.638498205099668 2.638498205099668
-2.6995595164012793 -3.141592653589793 -2.633180637859607 2.633180637859608
-2.667985720887814 -3.141592653589793 -2.627465604308235 2.6274656043082336
-2.636411925374349 -3.141592653589793 -2.6213544120121464 2.621354412012147
-2.604838129860884 -3.141592653589793 -2.6148484457075982 2.6148484457076
-2.573264334347418 -3.141592653589793 -2.6079491668378916 2.6079491668378925
-2.5416905388339535 -3.141592653589793 -2.6006581130909745 2.600658113090974
-2.510116743320488 -3.141592653589793 -2.5929768979371746 2.5929768979371746
-2.4785429478070227 -3.141592653589793 -2.5849072101670423 2.5849072101670423
-2.4469691522935575 -3.141592653589793 -2.5764508134293296 2.576450813429329
-2.4153953567800923 -3.141592653589793 -2.5676095457691415 2.567609545769142
-2.383821561266627 -3.141592653589793 -2.558385319166372 2.558385319166372
-2.3522477657531615 -3.141592653589793 -2.5487801190745696 2.5487801190745696
-2.3206739702396963 -3.141592653589793 -2.538796003960407 2.5387960039604085
-2.289100174726231 -3.141592653589793 -2.528435104844012 2.528435104844012
-2.257526379212766 -3.141592653589793 -2.517699624840419 2.517699624840419
-2.225952583699301 -3.141592653589793 -2.506591838702482 2.5065918387024806
-2.194378788185835 -3.141592653589793 -2.4951140923656454 2.495114092365644
-2.16280499267237 -3.141592653589793 -2.48326880249499 2.4832688024949903
-2.131231197158905 -3.141592653589793 -2.471058456035057 2.471058456035056
-2.0996574016454397 -3.141592653589793 -2.4584856097630254 2.4584856097630263
-2.0680836061319745 -3.141592653589793 -2.445552889845829 2.4455528898458274
-2.036509810618509 -3.141592653589793 -2.4322629914019354 2.4322629914019354
-2.0049360151050437 -3.141592653589793 -2.4186186780685297 2.4186186780685284
